method,rep,seed,N,steps,dt,T,cost_scale,cd_scale,mix_scale,shots,sample_elapsed_s_a,sample_elapsed_s_b,total_elapsed_s,tts_s,success,tts_hit_s,mts_t_hit_s,target_e,bestE_sample,q10,q50,q90,K,seed_bestE,mts_bestE,mts_elapsed_s,mts_outer_iters,tau_dcqo_s,fast_outlier
DAQO,49,2012067,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1941837039994425,2.231893708998541,2.5292150459972618,2.5292150459972618,1,2.529199570999481,0.29730586200093967,26,82.0,118.0,206.0,514.0,16,82,26,0.29732133699872065,31,5.428038429079025,1
DCQO,49,2012067,20,10,0.05,0.5,0.05,0.1,1.0,100,5.403306316999078,5.412363791998359,5.645575752001605,5.645575752001605,1,5.6455613909965905,0.23319759899823111,26,54.0,106.0,342.0,634.0,16,54,26,0.23321196000324562,25,5.428038429079025,0
DAQO,50,2012084,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1948924219996115,2.248025578002853,2.7064022950034996,2.7064022950034996,1,2.706388615002652,0.4583630369997991,26,70.0,126.0,206.0,378.0,16,70,26,0.45837671700064675,49,5.428038429079025,1
DCQO,50,2012084,20,10,0.05,0.5,0.05,0.1,1.0,100,5.413783718999184,5.42414569399989,5.790034107001702,5.790034107001702,1,5.790021238000918,0.3658755440010282,26,66.0,114.0,286.0,706.0,16,66,26,0.3658884130018123,42,5.428038429079025,0
DAQO,51,2012101,20,10,0.05,0.5,0.05,0.0,1.0,100,2.175223463000293,2.2329089230006502,2.3443457030007266,2.3443457030007266,1,2.344328396000492,0.11141947299984167,26,94.0,134.0,250.0,506.0,16,94,26,0.1114367800000764,12,5.428038429079025,1
DCQO,51,2012101,20,10,0.05,0.5,0.05,0.1,1.0,100,5.409620418000486,5.428703829002188,5.673102938999364,5.673102938999364,1,5.673089441002958,0.24438561200076947,26,62.0,90.0,262.0,578.0,16,62,26,0.2443991099971754,27,5.428038429079025,0
DAQO,52,2012118,20,10,0.05,0.5,0.05,0.0,1.0,100,2.20056002399906,2.2247694629986654,2.6437749479991908,2.6437749479991908,1,2.6437608519991045,0.4189913890004391,26,102.0,118.0,214.0,494.0,16,90,26,0.41900548500052537,46,5.428038429079025,1
DCQO,52,2012118,20,10,0.05,0.5,0.05,0.1,1.0,100,5.408630873998845,5.44365179200031,6.721611064000172,6.721611064000172,1,6.721596951003448,1.2779451590031385,26,54.0,122.0,334.0,678.0,16,54,26,1.2779592719998618,136,5.428038429079025,0
DAQO,53,2012135,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1935966729997745,2.2189291329996195,2.254316151000239,2.254316151000239,1,2.254299620999518,0.035370487999898614,26,74.0,114.0,214.0,498.0,16,74,26,0.03538701800061972,4,5.428038429079025,1
DCQO,53,2012135,20,10,0.05,0.5,0.05,0.1,1.0,100,5.416390307000256,5.518661204001546,5.5536005000030855,5.5536005000030855,1,5.553586391000863,0.03492518699931679,26,54.0,90.0,286.0,654.0,16,54,26,0.03493929600153933,4,5.428038429079025,0
DAQO,54,2012152,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1799473209994176,2.4298119740014954,2.650701194001158,2.650701194001158,1,2.6506797970032494,0.220867823001754,26,86.0,142.0,222.0,390.0,16,86,26,0.2208892199996626,20,5.428038429079025,1
DCQO,54,2012152,20,10,0.05,0.5,0.05,0.1,1.0,100,5.431634549999217,6.657425042998511,6.89460983599929,6.89460983599929,1,6.894593184999394,0.23716814200088265,26,58.0,90.0,322.0,714.0,16,58,26,0.23718479300077888,20,5.428038429079025,0
DAQO,55,2012169,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1895656420001615,2.733292070999596,2.7977900990008493,2.7977900990008493,1,2.7977732380022644,0.06448116700266837,26,78.0,130.0,202.0,418.0,16,78,26,0.06449802800125326,6,5.428038429079025,1
DCQO,55,2012169,20,10,0.05,0.5,0.05,0.1,1.0,100,5.423203371999989,6.682306738999614,6.757889084998169,6.757889084998169,1,6.7578725130006205,0.0755657740010065,26,54.0,114.0,302.0,566.0,16,54,26,0.07558234599855496,6,5.428038429079025,0
DAQO,56,2012186,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1922423010000784,2.7412129069998628,2.894167540998751,2.894167540998751,1,2.8941492429985374,0.15293633599867462,26,70.0,122.0,214.0,442.0,16,70,26,0.1529546339988883,13,5.428038429079025,1
DCQO,56,2012186,20,10,0.05,0.5,0.05,0.1,1.0,100,5.418758890999015,6.706832748001034,7.003875405000144,7.003875405000144,1,7.0038515710002685,0.29701882299923454,26,46.0,90.0,246.0,718.0,16,46,26,0.2970426569991105,27,5.428038429079025,0
DAQO,57,2012203,20,10,0.05,0.5,0.05,0.0,1.0,100,2.21814995800014,2.3046424019994447,2.508560139001929,2.508560139001929,1,2.5085429589962587,0.20390055699681398,26,70.0,122.0,222.0,418.0,16,70,26,0.2039177370024845,22,5.428038429079025,1
DCQO,57,2012203,20,10,0.05,0.5,0.05,0.1,1.0,100,5.416830641999695,6.281649399999878,6.6422124820019235,6.6422124820019235,1,6.64219660100207,0.3605472010021913,26,66.0,154.0,334.0,690.0,16,66,26,0.3605630820020451,31,5.428038429079025,0
DAQO,58,2012220,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1913742549986637,2.7939030319976155,2.882892658995843,2.882892658995843,1,2.882872195998061,0.08896916400044574,26,70.0,106.0,214.0,406.0,16,70,26,0.08898962699822732,8,5.428038429079025,1
DCQO,58,2012220,20,10,0.05,0.5,0.05,0.1,1.0,100,5.420766219000143,6.78022535999844,6.87270390300182,6.87270390300182,1,6.872678611998708,0.09245325200026855,26,54.0,134.0,314.0,750.0,16,54,26,0.09247854300338076,8,5.428038429079025,0
DAQO,59,2012237,20,10,0.05,0.5,0.05,0.0,1.0,100,2.198584966999988,2.717282456000248,2.8995843259981484,2.8995843259981484,1,2.8995638679989497,0.18228141199870151,26,66.0,126.0,210.0,382.0,16,66,26,0.1823018699979002,15,5.428038429079025,1
DCQO,59,2012237,20,10,0.05,0.5,0.05,0.1,1.0,100,5.40784567800074,6.793262805000268,6.805080378999264,6.805080378999264,1,6.805053739997675,0.011790934997407021,26,62.0,82.0,306.0,622.0,16,62,26,0.011817573998996522,2,5.428038429079025,0
DAQO,60,2012254,20,10,0.05,0.5,0.05,0.0,1.0,100,2.199608918001104,2.7202190479983983,2.793586433996097,2.793586433996097,1,2.793570362999162,0.07335131500076386,26,86.0,118.0,206.0,526.0,16,86,26,0.07336738599769888,7,5.428038429079025,1
DCQO,60,2012254,20,10,0.05,0.5,0.05,0.1,1.0,100,5.404555588998846,6.788976481999271,6.862473273999058,6.862473273999058,1,6.862457216997427,0.07348073499815655,26,50.0,114.0,282.0,642.0,16,50,26,0.07349679199978709,7,5.428038429079025,0
DAQO,61,2012271,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1884809080002015,2.7261119239992695,2.8471541030012304,2.8471541030012304,1,2.847139445999346,0.12102752200007671,26,70.0,122.0,218.0,446.0,16,70,26,0.1210421790019609,12,5.428038429079025,1
DCQO,61,2012271,20,10,0.05,0.5,0.05,0.1,1.0,100,5.421017388000109,6.76324059900071,6.822535553001217,6.822535553001217,1,6.822505202002503,0.05926460300179315,26,58.0,90.0,302.0,778.0,16,58,26,0.05929495400050655,5,5.428038429079025,0
DAQO,62,2012288,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1772136489998957,2.761940420998144,3.0506317779982055,3.0506317779982055,1,3.05061411099814,0.288673689999996,26,42.0,110.0,194.0,446.0,16,42,26,0.28869135700006154,24,5.428038429079025,1
DCQO,62,2012288,20,10,0.05,0.5,0.05,0.1,1.0,100,5.419398332000128,6.640707055001258,6.863484041001357,6.863484041001357,1,6.863464187001227,0.22275713199996972,26,74.0,146.0,326.0,658.0,16,70,26,0.222776986000099,19,5.428038429079025,0
DAQO,63,2012305,20,10,0.05,0.5,0.05,0.0,1.0,100,2.2033732639993104,2.8054927970006247,2.823518597000657,2.823518597000657,1,2.82349926200186,0.018006465001235483,26,58.0,122.0,198.0,386.0,16,58,26,0.018025800000032177,2,5.428038429079025,1
DCQO,63,2012305,20,10,0.05,0.5,0.05,0.1,1.0,100,5.404678066999622,6.698831789999531,6.717994542999804,6.717994542999804,1,6.717967090000457,0.01913530000092578,26,50.0,82.0,258.0,586.0,16,50,26,0.01916275300027337,2,5.428038429079025,0
DAQO,64,2012322,20,10,0.05,0.5,0.05,0.0,1.0,100,2.196601069999815,2.730116856000677,4.732433119999769,4.732433119999769,0,nan,nan,26,102.0,130.0,218.0,514.0,16,78,34,2.0023162639990915,162,5.428038429079025,0
DCQO,64,2012322,20,10,0.05,0.5,0.05,0.1,1.0,100,5.418096774999867,6.708174684998085,7.030254486999183,7.030254486999183,1,7.030238746996474,0.32206406199838966,26,54.0,118.0,262.0,714.0,16,54,26,0.32207980200109887,26,5.428038429079025,0
DAQO,65,2012339,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1955304439998145,2.7159465289987565,3.0030612849986937,3.0030612849986937,1,3.0030447200006165,0.28709819100185996,26,90.0,134.0,214.0,446.0,16,82,26,0.2871147559999372,25,5.428038429079025,1
DCQO,65,2012339,20,10,0.05,0.5,0.05,0.1,1.0,100,5.4345285039999,6.71983971499867,7.009128636997048,7.009128636997048,1,7.009113540996623,0.28927382599795237,26,54.0,82.0,310.0,746.0,16,54,26,0.2892889219983772,25,5.428038429079025,0
DAQO,66,2012356,20,10,0.05,0.5,0.05,0.0,1.0,100,2.2267103510002926,2.740807719001168,2.808802833002119,2.808802833002119,1,2.808780753002793,0.06797303400162491,26,110.0,138.0,222.0,434.0,16,94,26,0.06799511400095071,6,5.428038429079025,1
DCQO,66,2012356,20,10,0.05,0.5,0.05,0.1,1.0,100,5.416617197999585,6.687913153997215,6.755567581996729,6.755567581996729,1,6.75555102999715,0.0676378759999352,26,54.0,94.0,274.0,654.0,16,54,26,0.06765442799951416,6,5.428038429079025,0
DAQO,67,2012373,20,10,0.05,0.5,0.05,0.0,1.0,100,2.2132147699994675,2.783838295003079,3.161836895003944,3.161836895003944,1,3.161807819004025,0.37796952400094597,26,98.0,126.0,194.0,438.0,16,74,26,0.3779986000008648,33,5.428038429079025,1
DCQO,67,2012373,20,10,0.05,0.5,0.05,0.1,1.0,100,5.411417231998712,6.711684879999666,7.241612591999001,7.241612591999001,1,7.241586546999315,0.529901666999649,26,46.0,126.0,290.0,646.0,16,46,26,0.5299277119993349,46,5.428038429079025,0
DAQO,68,2012390,20,10,0.05,0.5,0.05,0.0,1.0,100,2.191964880999876,2.7144742840027902,3.1963882070012914,3.1963882070012914,1,3.196372661004716,0.48189837700192584,26,58.0,110.0,214.0,506.0,16,58,26,0.4819139229985012,40,5.428038429079025,1
DCQO,68,2012390,20,10,0.05,0.5,0.05,0.1,1.0,100,5.425944430000527,6.682787277000898,8.183631086998503,8.183631086998503,1,8.183605777001503,1.5008185000006051,26,54.0,110.0,318.0,810.0,16,54,26,1.5008438099976047,123,5.428038429079025,0
DAQO,69,2012407,20,10,0.05,0.5,0.05,0.0,1.0,100,2.19623378399956,2.710256828002457,3.1633284080016892,3.1633284080016892,1,3.1633037110004807,0.45304688299802365,26,54.0,126.0,218.0,422.0,16,54,26,0.4530715799992322,39,5.428038429079025,1
DCQO,69,2012407,20,10,0.05,0.5,0.05,0.1,1.0,100,5.416513386999213,6.629732084998977,6.964083696999296,6.964083696999296,1,6.9640662189995055,0.33433413400052814,26,58.0,82.0,318.0,770.0,16,58,26,0.3343516120003187,28,5.428038429079025,0
DAQO,70,2012424,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1970200539999496,2.7124960020009894,2.7535879220013157,2.7535879220013157,1,2.7535634329979075,0.04106743099691812,26,78.0,118.0,218.0,430.0,16,78,26,0.041091920000326354,4,5.428038429079025,1
DCQO,70,2012424,20,10,0.05,0.5,0.05,0.1,1.0,100,5.4117987919998995,6.61529887800134,6.859509792000608,6.859509792000608,1,6.859477624002466,0.24417874600112555,26,54.0,90.0,294.0,678.0,16,54,26,0.2442109139992681,19,5.428038429079025,0
DAQO,71,2012441,20,10,0.05,0.5,0.05,0.0,1.0,100,2.2046503929996106,2.7035851969994837,2.837638294997305,2.837638294997305,1,2.8376125850008975,0.13402738800141378,26,78.0,122.0,214.0,450.0,16,78,26,0.13405309799782117,12,5.428038429079025,1
DCQO,71,2012441,20,10,0.05,0.5,0.05,0.1,1.0,100,5.402859753001394,6.662120830002095,6.680135964001238,6.680135964001238,1,6.680116630002885,0.01799580000079004,26,54.0,102.0,286.0,770.0,16,54,26,0.018015133999142563,2,5.428038429079025,0
DAQO,72,2012458,20,10,0.05,0.5,0.05,0.0,1.0,100,2.188300633999461,2.75418130899925,3.1339902309991885,3.1339902309991885,1,3.133956028999819,0.3797747200005688,26,78.0,118.0,206.0,374.0,16,78,26,0.3798089219999383,28,5.428038429079025,1
DCQO,72,2012458,20,10,0.05,0.5,0.05,0.1,1.0,100,5.396263836999424,6.657751779002865,6.816637341002206,6.816637341002206,1,6.8166212440046365,0.15886946500177146,26,50.0,102.0,310.0,738.0,16,50,26,0.158885561999341,12,5.428038429079025,0
DAQO,73,2012475,20,10,0.05,0.5,0.05,0.0,1.0,100,2.193170268999893,2.728578453999944,2.8002524090006773,2.8002524090006773,1,2.8002368140005274,0.07165836000058334,26,90.0,146.0,238.0,530.0,16,90,26,0.07167395500073326,6,5.428038429079025,1
DCQO,73,2012475,20,10,0.05,0.5,0.05,0.1,1.0,100,5.40628126699994,6.729786472002161,6.79567981099899,6.79567981099899,1,6.7956626000013785,0.06587612799921772,26,46.0,118.0,282.0,706.0,16,46,26,0.0658933389968297,6,5.428038429079025,0
DAQO,74,2012492,20,10,0.05,0.5,0.05,0.0,1.0,100,2.193812480998531,2.74898858600136,3.4569406030022947,3.4569406030022947,1,3.4569247300023562,0.7079361440009961,26,98.0,142.0,222.0,486.0,16,90,26,0.7079520170009346,63,5.428038429079025,1
DCQO,74,2012492,20,10,0.05,0.5,0.05,0.1,1.0,100,5.406892458999209,6.77345705100015,6.893932175000373,6.893932175000373,1,6.8939076400019985,0.12045058900184813,26,66.0,122.0,314.0,886.0,16,66,26,0.12047512400022242,11,5.428038429079025,0
DAQO,75,2012509,20,10,0.05,0.5,0.05,0.0,1.0,100,2.176613872999951,2.7371582809973916,2.992430719998083,2.992430719998083,1,2.992406415996811,0.25524813499941956,26,74.0,106.0,190.0,446.0,16,74,26,0.2552724390006915,21,5.428038429079025,1
DCQO,75,2012509,20,10,0.05,0.5,0.05,0.1,1.0,100,5.399843402999977,6.77686684499713,7.085721201994602,7.085721201994602,1,7.085695582998596,0.30882873800146626,26,50.0,130.0,314.0,786.0,16,50,26,0.30885435699747177,26,5.428038429079025,0
DAQO,76,2012526,20,10,0.05,0.5,0.05,0.0,1.0,100,2.186497930999394,2.7262241120006365,2.7955638889980037,2.7955638889980037,1,2.7955399109996506,0.06931579899901408,26,62.0,130.0,218.0,422.0,16,62,26,0.06933977699736715,6,5.428038429079025,1
DCQO,76,2012526,20,10,0.05,0.5,0.05,0.1,1.0,100,5.402255720999165,6.6324065219996555,6.701068686998042,6.701068686998042,1,6.701053966997279,0.0686474449976231,26,50.0,98.0,298.0,634.0,16,50,26,0.06866216499838629,6,5.428038429079025,0
DAQO,77,2012543,20,10,0.05,0.5,0.05,0.0,1.0,100,2.188753587000974,2.685730707999028,2.7495337769978505,2.7495337769978505,1,2.749507757998799,0.0637770499997714,26,70.0,114.0,222.0,482.0,16,70,26,0.06380306899882271,6,5.428038429079025,1
DCQO,77,2012543,20,10,0.05,0.5,0.05,0.1,1.0,100,5.401561761000266,6.693965365000622,6.842726415998186,6.842726415998186,1,6.842710291999538,0.14874492699891562,26,50.0,94.0,286.0,622.0,16,50,26,0.14876105099756387,10,5.428038429079025,0
DAQO,78,2012560,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1769594690013037,2.7447175859997515,2.8635849570018763,2.8635849570018763,1,2.863558856999589,0.11884127099983743,26,86.0,130.0,230.0,526.0,16,86,26,0.11886737100212486,11,5.428038429079025,1
DCQO,78,2012560,20,10,0.05,0.5,0.05,0.1,1.0,100,5.409240413999214,6.779689592000068,7.064171203001024,7.064171203001024,1,7.064144009000302,0.28445441700023366,26,50.0,118.0,282.0,702.0,16,50,26,0.28448161100095604,25,5.428038429079025,0
DAQO,79,2012577,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1889327480002976,2.6933234249991074,3.9963826019993576,3.9963826019993576,1,3.996366268998827,1.3030428439997195,26,66.0,126.0,230.0,462.0,16,66,26,1.3030591770002502,115,5.428038429079025,1
DCQO,79,2012577,20,10,0.05,0.5,0.05,0.1,1.0,100,5.410446496000077,6.734367184999428,7.002576527000201,7.002576527000201,1,7.00255644400022,0.26818925900079194,26,50.0,106.0,302.0,682.0,16,50,26,0.2682093420007732,23,5.428038429079025,0
DAQO,80,2012594,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1888362249992497,2.687473726000462,2.7924868280024384,2.7924868280024384,1,2.792469310999877,0.10499558499941486,26,98.0,134.0,226.0,534.0,16,50,26,0.10501310200197622,9,5.428038429079025,1
DCQO,80,2012594,20,10,0.05,0.5,0.05,0.1,1.0,100,5.386678890999974,6.902465651000966,7.711048881999886,7.711048881999886,1,7.711031863000244,0.8085662119992776,26,66.0,106.0,322.0,654.0,16,50,26,0.80858323099892,68,5.428038429079025,0
DAQO,81,2012611,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1929193569994823,2.7472779210002045,3.455112340998312,3.455112340998312,1,3.455096785000933,0.7078188640007284,26,58.0,106.0,210.0,370.0,16,58,26,0.7078344199981075,61,5.428038429079025,1
DCQO,81,2012611,20,10,0.05,0.5,0.05,0.1,1.0,100,5.399638292999953,6.718746032998752,8.62080432699804,8.62080432699804,1,8.620769340999686,1.9020233080009348,26,70.0,98.0,310.0,802.0,16,70,26,1.9020582939992892,161,5.428038429079025,0
DAQO,82,2012628,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1998424170014914,2.71419232700282,3.2895093470033316,3.2895093470033316,1,3.289483251002821,0.5752909240000008,26,74.0,126.0,210.0,414.0,16,74,26,0.5753170200005115,46,5.428038429079025,1
DCQO,82,2012628,20,10,0.05,0.5,0.05,0.1,1.0,100,5.3958639850006875,6.831357893999666,7.05617647499821,7.05617647499821,1,7.0561582509981235,0.22480035699845757,26,38.0,118.0,298.0,878.0,16,38,26,0.22481858099854435,16,5.428038429079025,0
DAQO,83,2012645,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1794393910004146,2.705351268999948,3.8812434110004688,3.8812434110004688,1,3.8812162470021576,1.1758649780022097,26,74.0,118.0,206.0,338.0,16,74,26,1.1758921420005208,98,5.428038429079025,1
DCQO,83,2012645,20,10,0.05,0.5,0.05,0.1,1.0,100,5.396095231999425,6.823827959997288,7.164373777999572,7.164373777999572,1,7.164346967994788,0.3405190079975,26,46.0,82.0,322.0,690.0,16,46,26,0.34054581800228334,27,5.428038429079025,0
DAQO,84,2012662,20,10,0.05,0.5,0.05,0.0,1.0,100,2.195552981000219,2.7747868629994628,4.116336098999454,4.116336098999454,1,4.116302540998731,1.3415156779992685,26,74.0,114.0,190.0,438.0,16,74,26,1.3415492359999917,113,5.428038429079025,1
DCQO,84,2012662,20,10,0.05,0.5,0.05,0.1,1.0,100,5.407682418001059,6.7551338039993425,6.799415184999816,6.799415184999816,1,6.79939924700011,0.044265443000767846,26,50.0,90.0,302.0,670.0,16,50,26,0.04428138100047363,4,5.428038429079025,0
DAQO,85,2012679,20,10,0.05,0.5,0.05,0.0,1.0,100,2.203184793001128,2.6423899979999987,2.684884130001592,2.684884130001592,1,2.6848707329991157,0.042480734999116976,26,74.0,118.0,214.0,390.0,16,66,26,0.04249413200159324,5,5.428038429079025,1
DCQO,85,2012679,20,10,0.05,0.5,0.05,0.1,1.0,100,5.405744382000194,6.046022374997847,6.146133541999006,6.146133541999006,1,6.146109626999532,0.10008725200168556,26,50.0,78.0,214.0,618.0,16,50,26,0.10011116700115963,8,5.428038429079025,0
DAQO,86,2012696,20,10,0.05,0.5,0.05,0.0,1.0,100,2.194393914000102,2.5519011210017197,3.2825370500031568,3.2825370500031568,1,3.282521248998819,0.7306201279970992,26,54.0,106.0,210.0,374.0,16,54,26,0.730635929001437,61,5.428038429079025,1
DCQO,86,2012696,20,10,0.05,0.5,0.05,0.1,1.0,100,5.4084461239999655,6.781352188998426,7.7875979429991276,7.7875979429991276,1,7.78756831499777,1.0062161259993445,26,62.0,102.0,210.0,690.0,16,54,26,1.0062457540007017,84,5.428038429079025,0
DAQO,87,2012713,20,10,0.05,0.5,0.05,0.0,1.0,100,2.187904266998885,2.6876250919995073,2.7330207839986542,2.7330207839986542,1,2.7329995820000477,0.04537449000054039,26,66.0,114.0,222.0,394.0,16,66,26,0.04539569199914695,4,5.428038429079025,1
DCQO,87,2012713,20,10,0.05,0.5,0.05,0.1,1.0,100,5.392172608000692,6.708830620998924,6.753866129001835,6.753866129001835,1,6.753851039997244,0.045020418998319656,26,46.0,86.0,314.0,794.0,16,46,26,0.04503550800291123,4,5.428038429079025,0
DAQO,88,2012730,20,10,0.05,0.5,0.05,0.0,1.0,100,2.183259977999114,2.7129019429994514,3.1054312599990226,3.1054312599990226,1,3.1054115779988933,0.3925096349994419,26,90.0,126.0,222.0,414.0,16,90,26,0.39252931699957117,31,5.428038429079025,1
DCQO,88,2012730,20,10,0.05,0.5,0.05,0.1,1.0,100,5.4028316069998255,6.703093194999383,6.931723361998593,6.931723361998593,1,6.9317078049971315,0.22861460999774863,26,54.0,106.0,270.0,630.0,16,54,26,0.2286301669992099,19,5.428038429079025,0
DAQO,89,2012747,20,10,0.05,0.5,0.05,0.0,1.0,100,2.18611933000102,2.7696354349973262,2.9062498829953256,2.9062498829953256,1,2.9062252279982204,0.13658979300089413,26,74.0,114.0,230.0,434.0,16,66,26,0.13661444799799938,13,5.428038429079025,1
DCQO,89,2012747,20,10,0.05,0.5,0.05,0.1,1.0,100,5.402700165999704,6.743530656996882,7.92294498299816,7.92294498299816,1,7.922927684998285,1.1793970280014037,26,58.0,86.0,306.0,714.0,16,58,26,1.1794143260012788,103,5.428038429079025,0
DAQO,90,2012764,20,10,0.05,0.5,0.05,0.0,1.0,100,2.212690529999236,2.73935265199907,3.8072445789985068,3.8072445789985068,1,3.8072286769966013,1.0678760249975312,26,82.0,114.0,210.0,422.0,16,82,26,1.0678919269994367,84,5.428038429079025,1
DCQO,90,2012764,20,10,0.05,0.5,0.05,0.1,1.0,100,5.397205236000445,6.835572726002283,6.874009487004514,6.874009487004514,1,6.873994940000557,0.038422213998273946,26,66.0,102.0,242.0,602.0,16,66,26,0.038436761002230924,4,5.428038429079025,0
DAQO,91,2012781,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1861044640008913,2.722793428998557,3.0560408370001824,3.0560408370001824,1,3.056025726000371,0.333232297001814,26,62.0,118.0,218.0,362.0,16,62,26,0.33324740800162544,29,5.428038429079025,1
DCQO,91,2012781,20,10,0.05,0.5,0.05,0.1,1.0,100,5.3885527919992455,6.814478127002076,7.026562393002678,7.026562393002678,1,7.026538637001067,0.21206050999899162,26,58.0,106.0,306.0,654.0,16,58,26,0.21208426600060193,17,5.428038429079025,0
DAQO,92,2012798,20,10,0.05,0.5,0.05,0.0,1.0,100,2.181469836999895,2.761033631999453,3.429368343000533,3.429368343000533,1,3.4293439329994726,0.6683103010000195,26,98.0,122.0,206.0,522.0,16,98,26,0.66833471100108,58,5.428038429079025,1
DCQO,92,2012798,20,10,0.05,0.5,0.05,0.1,1.0,100,5.402751587998864,6.695215324998571,7.319836466998822,7.319836466998822,1,7.3198082679955405,0.6245929429969692,26,50.0,86.0,334.0,730.0,16,50,26,0.624621142000251,53,5.428038429079025,0
DAQO,93,2012815,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1838086360003217,2.7135855880005693,4.154322859001695,4.154322859001695,1,4.154287142002431,1.440701554001862,26,70.0,110.0,210.0,454.0,16,70,26,1.440737271001126,126,5.428038429079025,1
DCQO,93,2012815,20,10,0.05,0.5,0.05,0.1,1.0,100,5.404554578999523,6.730523305999668,7.110920896000607,7.110920896000607,1,7.110895090998383,0.38037178499871516,26,50.0,98.0,254.0,590.0,16,50,26,0.3803975900009391,30,5.428038429079025,0
DAQO,94,2012832,20,10,0.05,0.5,0.05,0.0,1.0,100,2.207059518999813,2.692776078998577,2.7927972889992816,2.7927972889992816,1,2.792779978000908,0.10000389900233131,26,78.0,118.0,206.0,430.0,16,78,26,0.10002121000070474,9,5.428038429079025,1
DCQO,94,2012832,20,10,0.05,0.5,0.05,0.1,1.0,100,5.406454642001336,6.717139053998835,6.821834139998828,6.821834139998828,1,6.8217909109989705,0.10465185700013535,26,50.0,138.0,346.0,718.0,16,50,26,0.10469508599999244,9,5.428038429079025,0
DAQO,95,2012849,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1940893689989025,2.746742531999189,3.0884249490009097,3.0884249490009097,1,3.0884073459965293,0.3416648139973404,26,74.0,122.0,222.0,494.0,16,74,26,0.34168241700172075,28,5.428038429079025,1
DCQO,95,2012849,20,10,0.05,0.5,0.05,0.1,1.0,100,5.402300565001497,6.753494171000057,7.679775559001428,7.679775559001428,1,7.679758357997343,0.9262641869972867,26,50.0,122.0,298.0,786.0,16,50,26,0.9262813880013709,67,5.428038429079025,0
DAQO,96,2012866,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1960654529993917,2.7444857500013313,3.828836072003469,3.828836072003469,1,3.828816281999025,1.0843305319976935,26,86.0,110.0,218.0,514.0,16,86,26,1.0843503220021375,91,5.428038429079025,1
DCQO,96,2012866,20,10,0.05,0.5,0.05,0.1,1.0,100,5.408905797001353,6.762059502998454,7.1770995869992475,7.1770995869992475,1,7.177082794998569,0.41502329200011445,26,46.0,98.0,290.0,690.0,16,46,26,0.4150400840007933,34,5.428038429079025,0
DAQO,97,2012883,20,10,0.05,0.5,0.05,0.0,1.0,100,2.192332651999095,2.7256685190004646,2.819796021001821,2.819796021001821,1,2.8197813730002963,0.09411285399983171,26,90.0,118.0,202.0,486.0,16,90,26,0.09412750200135633,9,5.428038429079025,1
DCQO,97,2012883,20,10,0.05,0.5,0.05,0.1,1.0,100,5.411826374998782,6.742150453999784,8.561614023001312,8.561614023001312,1,8.56157610000082,1.8194256460010365,26,54.0,98.0,278.0,690.0,16,54,26,1.8194635690015275,148,5.428038429079025,0
DAQO,98,2012900,20,10,0.05,0.5,0.05,0.0,1.0,100,2.1984251649992075,2.694166576002317,2.7536919910016877,2.7536919910016877,1,2.7536770920050913,0.05951051600277424,26,74.0,126.0,206.0,450.0,16,74,26,0.059525414999370696,6,5.428038429079025,1
DCQO,98,2012900,20,10,0.05,0.5,0.05,0.1,1.0,100,5.4070155849985895,6.703980894999404,6.7809251620019495,6.7809251620019495,1,6.7809093769974425,0.07692848199803848,26,58.0,86.0,290.0,650.0,16,58,26,0.07694426700254553,6,5.428038429079025,0
DAQO,99,2012917,20,10,0.05,0.5,0.05,0.0,1.0,100,2.189930235999782,2.776721288002591,4.112218117003067,4.112218117003067,1,4.1121921360027045,1.3354708480001136,26,82.0,114.0,218.0,434.0,16,74,26,1.3354968290004763,112,5.428038429079025,1
DCQO,99,2012917,20,10,0.05,0.5,0.05,0.1,1.0,100,5.3879326449987275,6.736666419001267,7.581875955002033,7.581875955002033,1,7.5818093070047325,0.8451428880034655,26,50.0,90.0,302.0,750.0,16,50,26,0.8452095360007661,68,5.428038429079025,0
