method,rep,seed,N,steps,dt,T,cost_scale,cd_scale,mix_scale,shots,sample_elapsed_s_a,sample_elapsed_s_b,total_elapsed_s,tts_s,success,tts_hit_s,mts_t_hit_s,target_e,bestE_sample,q10,q50,q90,K,seed_bestE,mts_bestE,mts_elapsed_s,mts_outer_iters,tau_dcqo_s,fast_outlier
DAQO,98,1612900,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7506281999994826,0.7408138329992653,0.7559928329992545,0.7559928329992545,1,0.7559794019998662,0.015165569000600954,24,44.0,64.0,116.0,260.0,16,44,24,0.015178999999989173,3,2.0067643902000416,1
DCQO,98,1612900,16,10,0.05,0.5,0.05,0.1,1.0,100,1.998388549000083,2.0049878749996424,2.007150596999054,2.007150596999054,1,2.0049878749996424,0.0,24,24.0,48.0,136.0,372.0,16,24,24,0.0021627219994115876,1,2.0067643902000416,1
DAQO,99,1612917,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7476661190012237,0.7439337189989601,0.7540386870005023,0.7540386870005023,1,0.7540249949979625,0.010091275999002391,24,60.0,68.0,128.0,252.0,16,60,24,0.010104968001542147,2,2.0067643902000416,1
DCQO,99,1612917,16,10,0.05,0.5,0.05,0.1,1.0,100,2.0120136400000774,1.993535523999526,2.0091908880003757,2.0091908880003757,1,2.0091793659994437,0.01564384199991764,24,28.0,40.0,148.0,368.0,16,28,24,0.01565536400084966,3,2.0067643902000416,0
DAQO,0,1811234,18,10,0.05,0.5,0.05,0.0,1.0,100,1.416789709999648,1.4181987310003024,1.5039685840001766,1.5039685840001766,1,1.5039540429988847,0.08575531199858233,25,57.0,89.0,161.0,337.0,16,49,25,0.08576985299987427,13,3.3543693240384163,1
DCQO,0,1811234,18,10,0.05,0.5,0.05,0.1,1.0,100,3.5132130900001357,3.5231104949998553,3.545049182999719,3.545049182999719,1,3.5450365190008597,0.021926024001004407,25,33.0,73.0,209.0,553.0,16,33,25,0.02193868799986376,3,3.3543693240384163,0
DAQO,1,1811251,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2836421540014271,1.298260208001011,1.3254852630016103,1.3254852630016103,1,1.3254738609994092,0.027213652998398175,25,57.0,97.0,169.0,377.0,16,57,25,0.02722505500059924,4,3.3543693240384163,1
DCQO,1,1811251,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3204243700001825,3.3371120560004783,3.3643194289998064,3.3643194289998064,1,3.364306506000503,0.027194450000024517,25,49.0,73.0,193.0,577.0,16,49,25,0.027207372999328072,4,3.3543693240384163,0
DAQO,2,1811268,18,10,0.05,0.5,0.05,0.0,1.0,100,1.298141878000024,1.299728412001059,1.3119161160011572,1.3119161160011572,1,1.3119017500011978,0.012173338000138756,25,65.0,97.0,177.0,345.0,16,65,25,0.012187704000098165,2,3.3543693240384163,1
DCQO,2,1811268,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3240110039987485,3.3534455800017895,3.3655813929999567,3.3655813929999567,1,3.3655665940004837,0.012121013998694252,25,49.0,65.0,193.0,601.0,16,49,25,0.012135812998167239,2,3.3543693240384163,0
DAQO,3,1811285,18,10,0.05,0.5,0.05,0.0,1.0,100,1.298168325000006,1.294623613001022,1.3385545359997195,1.3385545359997195,1,1.3385424970001623,0.043918883999140235,25,57.0,97.0,177.0,457.0,16,57,25,0.0439309229986975,7,3.3543693240384163,1
DCQO,3,1811285,18,10,0.05,0.5,0.05,0.1,1.0,100,3.324622194000767,3.358461174997501,3.3813258739974117,3.3813258739974117,1,3.381297324995103,0.02283614999760175,25,49.0,73.0,225.0,545.0,16,49,25,0.022864698999910615,4,3.3543693240384163,0
DAQO,4,1811302,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2971986880002078,1.3016921800008276,1.3214489470010449,1.3214489470010449,1,1.3214341800012335,0.019742000000405824,25,49.0,81.0,153.0,369.0,16,49,25,0.019756767000217224,4,3.3543693240384163,1
DCQO,4,1811302,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3229106580001826,3.331073303001176,3.360028917002637,3.360028917002637,1,3.360002806999546,0.02892950399836991,25,33.0,65.0,185.0,577.0,16,33,25,0.028955614001461072,5,3.3543693240384163,0
DAQO,5,1811319,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2871930540004541,1.3013124280005286,1.327062828000635,1.327062828000635,1,1.3270462319997023,0.025733803999173688,25,65.0,105.0,161.0,377.0,16,65,25,0.02575040000010631,4,3.3543693240384163,1
DCQO,5,1811319,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3246362429999863,3.3445366249979998,3.368843324999034,3.368843324999034,1,3.368830377996346,0.024293752998346463,25,49.0,65.0,177.0,569.0,16,49,25,0.024306700001034187,4,3.3543693240384163,0
DAQO,6,1811336,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2811970160000783,1.2953033119993052,1.3760287250006513,1.3760287250006513,1,1.3760162129983655,0.08071290099906037,25,57.0,97.0,153.0,305.0,16,57,25,0.08072541300134617,12,3.3543693240384163,1
DCQO,6,1811336,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3184494680008356,3.3255703989998437,3.4424210819997825,3.4424210819997825,1,3.44240931099921,0.11683891199936625,25,41.0,57.0,273.0,489.0,16,41,25,0.11685068299993873,17,3.3543693240384163,0
DAQO,7,1811353,18,10,0.05,0.5,0.05,0.0,1.0,100,1.318319011001222,1.3008992290015158,1.4325720830020146,1.4325720830020146,1,1.432557098003599,0.13165786900208332,25,65.0,89.0,177.0,337.0,16,41,25,0.13167285400049877,19,3.3543693240384163,1
DCQO,7,1811353,18,10,0.05,0.5,0.05,0.1,1.0,100,3.323871856999176,3.3394716399998288,3.3796247680002125,3.3796247680002125,1,3.3796123290012474,0.04014068900141865,25,57.0,73.0,185.0,481.0,16,41,25,0.04015312800038373,6,3.3543693240384163,0
DAQO,8,1811370,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2887609669996891,1.298418367998238,1.3230777949975163,1.3230777949975163,1,1.3230657279964362,0.024647359998198226,25,41.0,105.0,161.0,321.0,16,41,25,0.024659426999278367,4,3.3543693240384163,1
DCQO,8,1811370,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3129335009998613,3.3412589819999994,3.3658798299984483,3.3658798299984483,1,3.365867773998616,0.024608791998616653,25,41.0,65.0,225.0,585.0,16,41,25,0.02462084799844888,4,3.3543693240384163,0
DAQO,9,1811387,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2838567109993164,1.3007307059997402,1.3228217350006162,1.3228217350006162,1,1.322809455999959,0.02207875000021886,25,57.0,89.0,161.0,297.0,16,57,25,0.022091029000876006,4,3.3543693240384163,1
DCQO,9,1811387,18,10,0.05,0.5,0.05,0.1,1.0,100,3.314729002000604,3.350996713998029,3.3900159719996736,3.3900159719996736,1,3.3900003189955896,0.039003604997560615,25,33.0,65.0,233.0,553.0,16,33,25,0.03901925800164463,6,3.3543693240384163,0
DAQO,10,1811404,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2875422079996497,1.3019908309979655,1.4375846549992275,1.4375846549992275,1,1.43757214499783,0.1355813139998645,25,65.0,97.0,169.0,353.0,16,65,25,0.13559382400126196,20,3.3543693240384163,1
DCQO,10,1811404,18,10,0.05,0.5,0.05,0.1,1.0,100,3.30686165500083,3.3387200809993374,3.38272539099853,3.38272539099853,1,3.3827134579987614,0.04399337699942407,25,33.0,57.0,177.0,529.0,16,33,25,0.04400530999919283,7,3.3543693240384163,0
DAQO,11,1811421,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2888786399998935,1.3025003990005644,1.3136459620000096,1.3136459620000096,1,1.313631412001996,0.011131013001431711,25,57.0,89.0,169.0,313.0,16,57,25,0.011145562999445247,2,3.3543693240384163,1
DCQO,11,1811421,18,10,0.05,0.5,0.05,0.1,1.0,100,3.322595679999722,3.3497336320033355,3.360872700002801,3.360872700002801,1,3.360858457002905,0.011124824999569682,25,49.0,81.0,241.0,569.0,16,49,25,0.011139067999465624,2,3.3543693240384163,0
DAQO,12,1811438,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2886425779997808,1.3028000209997117,1.3204780220003158,1.3204780220003158,1,1.3204661310010124,0.017666110001300694,25,49.0,81.0,145.0,313.0,16,49,25,0.017678001000604127,3,3.3543693240384163,1
DCQO,12,1811438,18,10,0.05,0.5,0.05,0.1,1.0,100,3.312709686000744,3.361525381998945,3.3792272649989172,3.3792272649989172,1,3.3792152230016654,0.01768984100272064,25,33.0,57.0,193.0,521.0,16,33,25,0.01770188299997244,3,3.3543693240384163,0
DAQO,13,1811455,18,10,0.05,0.5,0.05,0.0,1.0,100,1.3024030530013988,1.3006237839981623,1.3511158949986566,1.3511158949986566,1,1.3511044059996493,0.05048062200148706,25,49.0,97.0,161.0,321.0,16,49,25,0.05049211100049433,8,3.3543693240384163,1
DCQO,13,1811455,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3348345379999955,3.3339214170009654,3.3849095400000806,3.3849095400000806,1,3.3848958390008193,0.0509744219998538,25,33.0,65.0,209.0,561.0,16,33,25,0.05098812299911515,8,3.3543693240384163,0
DAQO,14,1811472,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2941477509994002,1.2977218050000374,1.3199333289994684,1.3199333289994684,1,1.3199210240018147,0.022199219001777237,25,57.0,97.0,177.0,345.0,16,57,25,0.022211523999430938,4,3.3543693240384163,1
DCQO,14,1811472,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3223456150008133,3.3640012590003607,3.388601208000182,3.388601208000182,1,3.38858942799925,0.02458816899888916,25,49.0,65.0,257.0,545.0,16,49,25,0.02459994899982121,4,3.3543693240384163,0
DAQO,15,1811489,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2876281290009501,1.2971214530007273,1.307307404000312,1.307307404000312,1,1.3072926890017698,0.010171236001042416,25,57.0,97.0,169.0,337.0,16,57,25,0.010185950999584747,2,3.3543693240384163,1
DCQO,15,1811489,18,10,0.05,0.5,0.05,0.1,1.0,100,3.313076184000238,3.336504087998037,3.392894962995342,3.392894962995342,1,3.3928829049982596,0.056378817000222625,25,49.0,73.0,177.0,553.0,16,49,25,0.05639087499730522,8,3.3543693240384163,0
DAQO,16,1811506,18,10,0.05,0.5,0.05,0.0,1.0,100,1.28953432399976,1.3019137700030115,1.3599978160018509,1.3599978160018509,1,1.3599850910031819,0.05807132100017043,25,57.0,97.0,169.0,441.0,16,57,25,0.05808404599883943,8,3.3543693240384163,1
DCQO,16,1811506,18,10,0.05,0.5,0.05,0.1,1.0,100,3.314993220999895,3.359957987002417,3.41446378800174,3.41446378800174,1,3.4144514840045304,0.054493497002113145,25,33.0,65.0,169.0,561.0,16,33,25,0.05450580099932267,8,3.3543693240384163,0
DAQO,17,1811523,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2927454700002272,1.3013096550021146,1.31347051800185,1.31347051800185,1,1.3134566840017214,0.012147028999606846,25,73.0,97.0,177.0,321.0,16,73,25,0.0121608629997354,2,3.3543693240384163,1
DCQO,17,1811523,18,10,0.05,0.5,0.05,0.1,1.0,100,3.311573860999488,3.343394586001523,3.3676339400008146,3.3676339400008146,1,3.36762101000204,0.024226424000517,25,41.0,65.0,185.0,577.0,16,41,25,0.02423935399929178,4,3.3543693240384163,0
DAQO,18,1811540,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2988057810016471,1.2995553000000655,1.3188624049980717,1.3188624049980717,1,1.318848741997499,0.019293441997433547,25,65.0,97.0,177.0,353.0,16,65,25,0.019307104998006253,3,3.3543693240384163,1
DCQO,18,1811540,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3263302269988344,3.3613471110002138,3.4065688690025127,3.4065688690025127,1,3.4065436410019174,0.04519653000170365,25,33.0,65.0,241.0,569.0,16,33,25,0.045221758002298884,7,3.3543693240384163,0
DAQO,19,1811557,18,10,0.05,0.5,0.05,0.0,1.0,100,1.288269570999546,1.3113021509998362,1.3323674860002939,1.3323674860002939,1,1.3323537260002922,0.02105157500045607,25,57.0,89.0,177.0,369.0,16,57,25,0.021065335000457708,3,3.3543693240384163,1
DCQO,19,1811557,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3236441200006084,3.33134834899829,3.353198809996684,3.353198809996684,1,3.353186388998438,0.021838040000147885,25,49.0,73.0,241.0,553.0,16,49,25,0.021850460998393828,3,3.3543693240384163,1
DAQO,20,1811574,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2899461609995342,1.2967348319980374,1.3144544059978216,1.3144544059978216,1,1.3144424369966146,0.017707604998577153,25,65.0,89.0,169.0,377.0,16,65,25,0.01771957399978419,3,3.3543693240384163,1
DCQO,20,1811574,18,10,0.05,0.5,0.05,0.1,1.0,100,3.328936388001239,3.3582998250021774,3.3760084840032505,3.3760084840032505,1,3.375996099999611,0.017696274997433648,25,41.0,65.0,193.0,561.0,16,41,25,0.0177086590010731,3,3.3543693240384163,0
DAQO,21,1811591,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2973346580001817,1.2951970340000116,1.3073673969993251,1.3073673969993251,1,1.3073525180006982,0.012155484000686556,25,57.0,97.0,169.0,361.0,16,57,25,0.012170362999313511,2,3.3543693240384163,1
DCQO,21,1811591,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3175374750007904,3.38794155800133,3.41179472800286,3.41179472800286,1,3.4117811630021606,0.02383960500083049,25,49.0,81.0,281.0,561.0,16,49,25,0.02385317000153009,4,3.3543693240384163,0
DAQO,22,1811608,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2883486579994496,1.3036743160009792,1.3898616080005013,1.3898616080005013,1,1.389848750000965,0.08617443399998592,25,57.0,81.0,153.0,305.0,16,57,25,0.08618729199952213,13,3.3543693240384163,1
DCQO,22,1811608,18,10,0.05,0.5,0.05,0.1,1.0,100,3.323874072999388,3.3414137469990237,3.3594729689975793,3.3594729689975793,1,3.359460020001279,0.018046273002255475,25,49.0,73.0,273.0,561.0,16,49,25,0.018059221998555586,3,3.3543693240384163,0
DAQO,23,1811625,18,10,0.05,0.5,0.05,0.0,1.0,100,1.294315158000245,1.3134736899992276,1.53621919500074,1.53621919500074,1,1.536205994001648,0.22273230400242028,25,49.0,89.0,153.0,345.0,16,49,25,0.22274550500151236,29,3.3543693240384163,1
DCQO,23,1811625,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3254094290005014,3.367014350002137,3.452764167002897,3.452764167002897,1,3.4527385120018153,0.08572416199967847,25,49.0,65.0,281.0,561.0,16,49,25,0.08574981700076023,12,3.3543693240384163,0
DAQO,24,1811642,18,10,0.05,0.5,0.05,0.0,1.0,100,1.3010606490006467,1.305261782999878,1.3488796680030646,1.3488796680030646,1,1.3488681270027882,0.04360634400291019,25,49.0,89.0,153.0,369.0,16,49,25,0.04361788500318653,7,3.3543693240384163,1
DCQO,24,1811642,18,10,0.05,0.5,0.05,0.1,1.0,100,3.322153126999183,3.3729868570007966,3.414847602001828,3.414847602001828,1,3.4148352939992037,0.041848436998407124,25,41.0,65.0,201.0,561.0,16,41,25,0.04186074500103132,7,3.3543693240384163,0
DAQO,25,1811659,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2926646129999426,1.3139936780025891,1.3444192509996356,1.3444192509996356,1,1.3444072810052603,0.030413603002671152,25,57.0,97.0,161.0,329.0,16,57,25,0.0304255729970464,5,3.3543693240384163,1
DCQO,25,1811659,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3227924239999993,3.3819789360022696,3.3843379740028467,3.3843379740028467,1,3.3819789360022696,0.0,25,25.0,65.0,249.0,569.0,16,25,25,0.0023590380005771294,1,3.3543693240384163,0
DAQO,26,1811676,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2917912539996905,1.3090273490015534,1.4883470280001347,1.4883470280001347,1,1.4883349510018888,0.17930760200033546,25,65.0,89.0,161.0,369.0,16,49,25,0.17931967899858137,25,3.3543693240384163,1
DCQO,26,1811676,18,10,0.05,0.5,0.05,0.1,1.0,100,3.329669223001474,3.344313281999348,3.4020976220017474,3.4020976220017474,1,3.402084780998848,0.05777149899950018,25,49.0,73.0,169.0,473.0,16,49,25,0.057784340002399404,9,3.3543693240384163,0
DAQO,27,1811693,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2871967500013852,1.3022997270018095,1.3551627110027766,1.3551627110027766,1,1.3551508770033251,0.052851150001515634,25,65.0,89.0,169.0,337.0,16,65,25,0.05286298400096712,8,3.3543693240384163,1
DCQO,27,1811693,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3205843529995036,3.3634380600014993,3.377437388004182,3.377437388004182,1,3.377424896003504,0.013986836002004566,25,33.0,81.0,241.0,561.0,16,33,25,0.013999328002682887,3,3.3543693240384163,0
DAQO,28,1811710,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2870110439998825,1.2996248900017235,1.3078368610003963,1.3078368610003963,1,1.307823377999739,0.00819848799801548,25,57.0,89.0,177.0,345.0,16,49,25,0.008211970998672768,2,3.3543693240384163,1
DCQO,28,1811710,18,10,0.05,0.5,0.05,0.1,1.0,100,3.318435318999036,3.3495549660001416,3.3871250560005137,3.3871250560005137,1,3.38711186799992,0.03755690199977835,25,41.0,65.0,249.0,553.0,16,41,25,0.03757009000037215,6,3.3543693240384163,0
DAQO,29,1811727,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2992597310003475,1.3041101140006504,1.4180531570018502,1.4180531570018502,1,1.418040109998401,0.11392999599775067,25,57.0,81.0,177.0,409.0,16,57,25,0.11394304300119984,16,3.3543693240384163,1
DCQO,29,1811727,18,10,0.05,0.5,0.05,0.1,1.0,100,3.322394795999571,3.3719483130007575,3.476169016001222,3.476169016001222,1,3.4761562769999728,0.10420796399921528,25,49.0,65.0,225.0,521.0,16,49,25,0.10422070300046471,15,3.3543693240384163,0
DAQO,30,1811744,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2948552409998229,1.3050716390025627,1.3683158390012977,1.3683158390012977,1,1.3683026890030305,0.0632310500004678,25,57.0,97.0,177.0,385.0,16,57,25,0.06324419999873498,10,3.3543693240384163,1
DCQO,30,1811744,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3096848700006376,3.375928132001718,3.436269390000234,3.436269390000234,1,3.436257162000402,0.060329029998683836,25,49.0,73.0,217.0,537.0,16,49,25,0.060341257998516085,10,3.3543693240384163,0
DAQO,31,1811761,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2940633359994536,1.307228040001064,1.309629050003423,1.309629050003423,1,1.307228040001064,0.0,25,25.0,89.0,145.0,353.0,16,25,25,0.0024010100023588166,1,3.3543693240384163,1
DCQO,31,1811761,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3307536209995305,3.361990961999254,3.364367071997549,3.364367071997549,1,3.361990961999254,0.0,25,25.0,65.0,217.0,513.0,16,25,25,0.002376109998294851,1,3.3543693240384163,0
DAQO,32,1811778,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2857163589997072,1.30423956300001,1.3454510619994835,1.3454510619994835,1,1.3454257169978519,0.04118615399784176,25,57.0,89.0,153.0,265.0,16,57,25,0.041211498999473406,6,3.3543693240384163,1
DCQO,32,1811778,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3197404540005664,3.3406480780031416,3.350246327005152,3.350246327005152,1,3.3502323620014067,0.009584283998265164,25,41.0,65.0,281.0,585.0,16,41,25,0.009598249002010562,2,3.3543693240384163,1
DAQO,33,1811795,18,10,0.05,0.5,0.05,0.0,1.0,100,1.292241811999702,1.3129946099979861,1.4103920230008953,1.4103920230008953,1,1.4103775439980382,0.09738293400005205,25,73.0,89.0,169.0,409.0,16,73,25,0.09739741300290916,13,3.3543693240384163,1
DCQO,33,1811795,18,10,0.05,0.5,0.05,0.1,1.0,100,3.321404792000976,3.345084456002951,3.357290546002332,3.357290546002332,1,3.3572713330031547,0.012186877000203822,25,41.0,65.0,233.0,577.0,16,41,25,0.01220608999938122,2,3.3543693240384163,0
DAQO,34,1811812,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2900664010012406,1.30358391000118,1.3147194550001586,1.3147194550001586,1,1.314705758002674,0.011121848001494072,25,65.0,97.0,161.0,361.0,16,65,25,0.01113554499897873,2,3.3543693240384163,1
DCQO,34,1811812,18,10,0.05,0.5,0.05,0.1,1.0,100,3.322620635999556,3.360511527000199,3.428243588001351,3.428243588001351,1,3.4282307920002495,0.06771926500005065,25,33.0,73.0,201.0,505.0,16,33,25,0.06773206100115203,11,3.3543693240384163,0
DAQO,35,1811829,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2947161810006946,1.3020049829974596,1.3197812459984561,1.3197812459984561,1,1.319768766999914,0.017763784002454486,25,65.0,89.0,153.0,329.0,16,65,25,0.01777626300099655,3,3.3543693240384163,1
DCQO,35,1811829,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3234910720002517,3.3624858590010263,3.380309953001415,3.380309953001415,1,3.380294349997712,0.017808490996685578,25,41.0,73.0,217.0,569.0,16,41,25,0.017824094000388868,3,3.3543693240384163,0
DAQO,36,1811846,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2914359370006423,1.2944648980010243,1.3038513420033269,1.3038513420033269,1,1.303837346000364,0.009372447999339784,25,57.0,89.0,161.0,361.0,16,57,25,0.009386444002302596,2,3.3543693240384163,1
DCQO,36,1811846,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3319116439997742,3.363807909998286,3.373206506996212,3.373206506996212,1,3.373191743998177,0.009383833999891067,25,33.0,73.0,209.0,585.0,16,33,25,0.009398596997925779,2,3.3543693240384163,0
DAQO,37,1811863,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2945801579990075,1.301514621001843,1.3902917740051635,1.3902917740051635,1,1.390280112002074,0.08876549100023112,25,65.0,97.0,185.0,329.0,16,65,25,0.08877715300332056,13,3.3543693240384163,1
DCQO,37,1811863,18,10,0.05,0.5,0.05,0.1,1.0,100,3.326912866999919,3.3219301639983314,3.381848410997918,3.381848410997918,1,3.3818363139980647,0.059906149999733316,25,33.0,73.0,233.0,569.0,16,33,25,0.0599182469995867,9,3.3543693240384163,0
DAQO,38,1811880,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2897036270005628,1.306182110998634,1.362700819998281,1.362700819998281,1,1.3626891109997814,0.05650700000114739,25,65.0,89.0,169.0,337.0,16,65,25,0.05651870899964706,9,3.3543693240384163,1
DCQO,38,1811880,18,10,0.05,0.5,0.05,0.1,1.0,100,3.321671048999633,3.3222483659992577,3.344207785998151,3.344207785998151,1,3.344193267999799,0.021944902000541333,25,49.0,81.0,201.0,489.0,16,49,25,0.02195941999889328,3,3.3543693240384163,1
DAQO,39,1811897,18,10,0.05,0.5,0.05,0.0,1.0,100,1.290288504000273,1.298835624998901,1.3297736159984197,1.3297736159984197,1,1.3297617839998566,0.030926159000955522,25,65.0,97.0,169.0,361.0,16,65,25,0.03093799099951866,5,3.3543693240384163,1
DCQO,39,1811897,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3155719850001333,3.360140295000747,3.3771723409990955,3.3771723409990955,1,3.377159969000786,0.01701967400003923,25,49.0,81.0,281.0,577.0,16,49,25,0.01703204599834862,3,3.3543693240384163,0
DAQO,40,1811914,18,10,0.05,0.5,0.05,0.0,1.0,100,1.288196606999918,1.2965089160024945,1.3250560330052394,1.3250560330052394,1,1.3250169950042618,0.028508079001767328,25,49.0,97.0,153.0,289.0,16,49,25,0.028547117002744926,4,3.3543693240384163,1
DCQO,40,1811914,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3203271479997056,3.359584752997762,3.372020615996007,3.372020615996007,1,3.3720020159962587,0.01241726299849688,25,33.0,65.0,225.0,481.0,16,33,25,0.012435862998245284,2,3.3543693240384163,0
DAQO,41,1811931,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2914926610010298,1.3023771299995133,1.3665380509992247,1.3665380509992247,1,1.36652436499935,0.06414723499983666,25,65.0,89.0,161.0,313.0,16,65,25,0.06416092099971138,10,3.3543693240384163,1
DCQO,41,1811931,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3142584990000614,3.340066766999371,3.4219271239999216,3.4219271239999216,1,3.4219140199966205,0.0818472529972496,25,41.0,65.0,201.0,521.0,16,41,25,0.08186035700055072,12,3.3543693240384163,0
DAQO,42,1811948,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2908743309999409,1.297091497999645,1.332319284996629,1.332319284996629,1,1.3323073070023383,0.03521580900269328,25,57.0,81.0,145.0,265.0,16,57,25,0.03522778699698392,5,3.3543693240384163,1
DCQO,42,1811948,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3212273190001724,3.3685173459998623,3.4188828529986495,3.4188828529986495,1,3.4188699320002343,0.05035258600037196,25,49.0,65.0,185.0,505.0,16,49,25,0.05036550699878717,7,3.3543693240384163,0
DAQO,43,1811965,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2894076299999142,1.3065804760008177,1.3762514760019258,1.3762514760019258,1,1.3762394789991959,0.06965900299837813,25,49.0,89.0,169.0,313.0,16,49,25,0.06967100000110804,10,3.3543693240384163,1
DCQO,43,1811965,18,10,0.05,0.5,0.05,0.1,1.0,100,3.326394600999265,3.3325327139973524,3.383251779996499,3.383251779996499,1,3.3832391839969205,0.05070646999956807,25,33.0,57.0,201.0,545.0,16,33,25,0.05071906599914655,8,3.3543693240384163,0
DAQO,44,1811982,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2936802019994502,1.3035575989997596,1.3211981309978,1.3211981309978,1,1.3211863610013097,0.017628762001550058,25,49.0,89.0,169.0,329.0,16,49,25,0.017640531998040387,3,3.3543693240384163,1
DCQO,44,1811982,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3082940760014026,3.338907240999106,3.3613087519988767,3.3613087519988767,1,3.361295668000821,0.022388427001715172,25,41.0,73.0,169.0,521.0,16,41,25,0.022401510999770835,4,3.3543693240384163,0
DAQO,45,1811999,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2935156479998113,1.3093776389978302,1.3173521329954383,1.3173521329954383,1,1.3173384219990112,0.007960783001180971,25,73.0,97.0,169.0,369.0,16,65,25,0.007974493997608079,2,3.3543693240384163,1
DCQO,45,1811999,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3243863669995335,3.335308386998804,3.354437705998862,3.354437705998862,1,3.3544186129984155,0.01911022599961143,25,41.0,73.0,201.0,529.0,16,41,25,0.019129319000057876,3,3.3543693240384163,0
DAQO,46,1812016,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2919657500005997,1.3013549190000049,1.3119648569991114,1.3119648569991114,1,1.311951396997756,0.010596477997751208,25,65.0,97.0,185.0,337.0,16,65,25,0.010609937999106478,2,3.3543693240384163,1
DCQO,46,1812016,18,10,0.05,0.5,0.05,0.1,1.0,100,3.312588107999545,3.381634066001425,3.3916871619985614,3.3916871619985614,1,3.3916685210024298,0.010034455001004972,25,33.0,57.0,209.0,569.0,16,33,25,0.010053095997136552,2,3.3543693240384163,0
DAQO,47,1812033,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2853860960003658,1.3030050079978537,1.3269673139984661,1.3269673139984661,1,1.3269448059982096,0.02393979800035595,25,65.0,97.0,169.0,345.0,16,65,25,0.023962306000612443,4,3.3543693240384163,1
DCQO,47,1812033,18,10,0.05,0.5,0.05,0.1,1.0,100,3.311958489000972,3.3619116740010213,3.385592770002404,3.385592770002404,1,3.385580921003566,0.02366924700254458,25,49.0,65.0,289.0,553.0,16,49,25,0.023681096001382684,4,3.3543693240384163,0
