method,rep,seed,N,steps,dt,T,cost_scale,cd_scale,mix_scale,shots,sample_elapsed_s,shots_per_s,unique,bestE_sample,q10,q50,q90,status,error
DAQO,66,1612356,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7367717799988895,135.72723971614482,100.0,52.0,72.0,120.0,252.0,ok,
DCQO,66,1612356,16,10,0.05,0.5,0.05,0.1,1.0,100,1.987894765999954,50.30447371277113,100.0,36.0,48.0,140.0,408.0,ok,
RANDOM,66,1612356,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024731690009502927,40433.95334551578,nan,44.0,60.0,108.0,212.0,ok,
DAQO,67,1612373,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7366050550008367,135.75796055307603,100.0,32.0,72.0,128.0,252.0,ok,
DCQO,67,1612373,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9869182309994358,50.329197467627644,100.0,36.0,52.0,144.0,344.0,ok,
RANDOM,67,1612373,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024294529994222103,41161.5289630146,nan,36.0,60.0,116.0,196.0,ok,
DAQO,68,1612390,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7366096429996105,135.75711497989835,100.0,40.0,68.0,116.0,248.0,ok,
DCQO,68,1612390,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9921582470014982,50.1968155142872,100.0,32.0,52.0,112.0,356.0,ok,
RANDOM,68,1612390,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024378719990636455,41019.380852812894,nan,40.0,56.0,100.0,160.0,ok,
DAQO,69,1612407,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7421278919991892,134.7476642208042,100.0,28.0,68.0,116.0,328.0,ok,
DCQO,69,1612407,16,10,0.05,0.5,0.05,0.1,1.0,100,2.0033176130000356,49.91719702910545,100.0,36.0,52.0,128.0,396.0,ok,
RANDOM,69,1612407,16,10,0.05,0.5,0.05,0.0,1.0,100,0.00242582200007746,41223.140031216986,nan,36.0,64.0,108.0,188.0,ok,
DAQO,70,1612424,16,10,0.05,0.5,0.05,0.0,1.0,100,0.738380202999906,135.43158334109984,100.0,36.0,72.0,128.0,312.0,ok,
DCQO,70,1612424,16,10,0.05,0.5,0.05,0.1,1.0,100,1.983255689001453,50.42214201354384,99.0,36.0,48.0,132.0,360.0,ok,
RANDOM,70,1612424,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024308749998454005,41137.45050912113,nan,32.0,64.0,112.0,176.0,ok,
DAQO,71,1612441,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7425244180012669,134.67570570834667,100.0,40.0,76.0,140.0,320.0,ok,
DCQO,71,1612441,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9900557959990692,50.249847366614624,98.0,24.0,48.0,132.0,420.0,ok,
RANDOM,71,1612441,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002409992001048522,41493.913654689604,nan,36.0,48.0,104.0,184.0,ok,
DAQO,72,1612458,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7453360730014538,134.16766425553772,100.0,48.0,68.0,128.0,236.0,ok,
DCQO,72,1612458,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9917616789989552,50.20680990823122,100.0,36.0,48.0,144.0,360.0,ok,
RANDOM,72,1612458,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024598239997430937,40653.315038167,nan,40.0,60.0,104.0,176.0,ok,
DAQO,73,1612475,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7425996300007682,134.66206547920922,100.0,56.0,72.0,112.0,252.0,ok,
DCQO,73,1612475,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9998398089992406,50.004005095809134,100.0,36.0,48.0,140.0,368.0,ok,
RANDOM,73,1612475,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024307679996127263,41139.26134288922,nan,40.0,64.0,104.0,184.0,ok,
DAQO,74,1612492,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7357751399995323,135.9110882708861,100.0,40.0,64.0,124.0,252.0,ok,
DCQO,74,1612492,16,10,0.05,0.5,0.05,0.1,1.0,100,1.986580218999734,50.3377608634154,100.0,24.0,48.0,140.0,420.0,ok,
RANDOM,74,1612492,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024436359999526758,40922.625138087926,nan,36.0,64.0,100.0,176.0,ok,
DAQO,75,1612509,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7397371440001734,135.1831536527204,100.0,40.0,64.0,120.0,228.0,ok,
DCQO,75,1612509,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9814633450005203,50.46775165047211,97.0,36.0,52.0,164.0,480.0,ok,
RANDOM,75,1612509,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024361839987250278,41047.80265051195,nan,40.0,60.0,108.0,196.0,ok,
DAQO,76,1612526,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7464669780001714,133.96439889130238,100.0,48.0,72.0,136.0,280.0,ok,
DCQO,76,1612526,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9959238179999375,50.102112664904894,99.0,28.0,52.0,152.0,420.0,ok,
RANDOM,76,1612526,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002483567999661318,40264.65150687918,nan,44.0,64.0,104.0,160.0,ok,
DAQO,77,1612543,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7370694589990308,135.67242378459682,100.0,32.0,68.0,116.0,256.0,ok,
DCQO,77,1612543,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9984416370007239,50.0389894548438,100.0,24.0,44.0,136.0,396.0,ok,
RANDOM,77,1612543,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002459609000652563,40656.868621585316,nan,40.0,64.0,104.0,204.0,ok,
DAQO,78,1612560,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7407706270005292,134.99455344890256,100.0,40.0,60.0,124.0,264.0,ok,
DCQO,78,1612560,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9855119359999662,50.36484454556394,100.0,32.0,44.0,124.0,428.0,ok,
RANDOM,78,1612560,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002432704999591806,41106.504905765156,nan,32.0,56.0,104.0,168.0,ok,
DAQO,79,1612577,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7383326010003657,135.44031492651166,100.0,48.0,76.0,128.0,264.0,ok,
DCQO,79,1612577,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9872861269996065,50.31988028366074,98.0,32.0,48.0,156.0,512.0,ok,
RANDOM,79,1612577,16,10,0.05,0.5,0.05,0.0,1.0,100,0.00243598500128428,41051.15587627955,nan,40.0,52.0,100.0,200.0,ok,
DAQO,80,1612594,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7551224979997642,132.4288446773721,100.0,52.0,76.0,120.0,248.0,ok,
DCQO,80,1612594,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9942882849991292,50.14320183906795,99.0,40.0,56.0,140.0,360.0,ok,
RANDOM,80,1612594,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024064209992502583,41555.48843330235,nan,32.0,56.0,96.0,208.0,ok,
DAQO,81,1612611,16,10,0.05,0.5,0.05,0.0,1.0,100,0.739698846000465,135.19015277730625,100.0,48.0,76.0,128.0,252.0,ok,
DCQO,81,1612611,16,10,0.05,0.5,0.05,0.1,1.0,100,2.006174563000968,49.84611102356587,99.0,24.0,40.0,128.0,396.0,ok,
RANDOM,81,1612611,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0023875629995018244,41883.711558968476,nan,28.0,68.0,112.0,200.0,ok,
DAQO,82,1612628,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7374827539988473,135.5963911803642,100.0,40.0,64.0,112.0,212.0,ok,
DCQO,82,1612628,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9833061440003803,50.42085928211637,100.0,24.0,44.0,120.0,420.0,ok,
RANDOM,82,1612628,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024305079987243516,41143.66216958959,nan,36.0,68.0,112.0,212.0,ok,
DAQO,83,1612645,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7369225229995209,135.6994756965313,100.0,32.0,68.0,120.0,268.0,ok,
DCQO,83,1612645,16,10,0.05,0.5,0.05,0.1,1.0,100,1.982726983998873,50.43558735369329,100.0,36.0,44.0,136.0,480.0,ok,
RANDOM,83,1612645,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024339909996342612,41084.78626873571,nan,36.0,60.0,116.0,188.0,ok,
DAQO,84,1612662,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7544511029991554,132.54669467971067,100.0,44.0,68.0,132.0,260.0,ok,
DCQO,84,1612662,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9933307530009188,50.16728902087726,100.0,24.0,44.0,144.0,432.0,ok,
RANDOM,84,1612662,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024874529990484007,40201.76463163564,nan,36.0,60.0,104.0,192.0,ok,
DAQO,85,1612679,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7523254179996002,132.92120352107145,100.0,40.0,64.0,128.0,228.0,ok,
DCQO,85,1612679,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9948627260000649,50.12876259436247,100.0,28.0,48.0,148.0,420.0,ok,
RANDOM,85,1612679,16,10,0.05,0.5,0.05,0.0,1.0,100,0.00240760999986378,41534.96621365499,nan,36.0,60.0,116.0,216.0,ok,
DAQO,86,1612696,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7383438910001132,135.43824391171765,100.0,40.0,72.0,116.0,212.0,ok,
DCQO,86,1612696,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9861220369984949,50.34937337039163,100.0,36.0,52.0,164.0,440.0,ok,
RANDOM,86,1612696,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002437365001242142,41027.91331993259,nan,36.0,60.0,100.0,164.0,ok,
DAQO,87,1612713,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7396716189996368,135.19512906990298,100.0,48.0,72.0,128.0,248.0,ok,
DCQO,87,1612713,16,10,0.05,0.5,0.05,0.1,1.0,100,2.002965095998661,49.925982334774964,100.0,24.0,40.0,136.0,404.0,ok,
RANDOM,87,1612713,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002462583001033636,40607.768330255814,nan,40.0,60.0,104.0,196.0,ok,
DAQO,88,1612730,16,10,0.05,0.5,0.05,0.0,1.0,100,0.738133729000765,135.47680599201607,100.0,48.0,72.0,124.0,252.0,ok,
DCQO,88,1612730,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9844037029997708,50.39297187806727,100.0,24.0,44.0,116.0,292.0,ok,
RANDOM,88,1612730,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024458299994876143,40885.916037071,nan,32.0,56.0,112.0,200.0,ok,
DAQO,89,1612747,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7474212750003062,133.79335502586414,100.0,24.0,64.0,128.0,252.0,ok,
DCQO,89,1612747,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9940939219995926,50.14808926338046,100.0,36.0,52.0,164.0,432.0,ok,
RANDOM,89,1612747,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024689779984328197,40502.5885461413,nan,36.0,60.0,112.0,172.0,ok,
DAQO,90,1612764,16,10,0.05,0.5,0.05,0.0,1.0,100,0.740873938999357,134.97572898172461,100.0,28.0,60.0,124.0,236.0,ok,
DCQO,90,1612764,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9845408229994064,50.38949002261462,100.0,28.0,40.0,128.0,396.0,ok,
RANDOM,90,1612764,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0023873600002843887,41887.27296599077,nan,40.0,60.0,108.0,152.0,ok,
DAQO,91,1612781,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7430252600006497,134.58492649349841,100.0,32.0,64.0,116.0,228.0,ok,
DCQO,91,1612781,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9935889439984749,50.16079182272818,100.0,32.0,48.0,140.0,392.0,ok,
RANDOM,91,1612781,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002443892000883352,40918.33843879136,nan,32.0,64.0,100.0,200.0,ok,
DAQO,92,1612798,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7368352550001873,135.7155474326138,100.0,28.0,60.0,124.0,328.0,ok,
DCQO,92,1612798,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9868736700009322,50.33032623556438,100.0,32.0,52.0,128.0,420.0,ok,
RANDOM,92,1612798,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002436729999317322,41038.605027235746,nan,40.0,64.0,100.0,176.0,ok,
DAQO,93,1612815,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7406527769999229,135.01603329573476,100.0,32.0,76.0,128.0,308.0,ok,
DCQO,93,1612815,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9940250269992248,50.149821915970804,99.0,24.0,48.0,144.0,348.0,ok,
RANDOM,93,1612815,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024082869986159494,41523.29022972359,nan,48.0,64.0,100.0,180.0,ok,
DAQO,94,1612832,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7393567199997051,135.25270995040106,100.0,52.0,76.0,116.0,248.0,ok,
DCQO,94,1612832,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9820297319984093,50.45332993020927,100.0,32.0,48.0,136.0,408.0,ok,
RANDOM,94,1612832,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024143640002876054,41418.7752915831,nan,32.0,64.0,104.0,172.0,ok,
DAQO,95,1612849,16,10,0.05,0.5,0.05,0.0,1.0,100,0.740678359001322,135.01137002954007,100.0,40.0,64.0,124.0,216.0,ok,
DCQO,95,1612849,16,10,0.05,0.5,0.05,0.1,1.0,100,1.999918493000223,50.002037758040196,99.0,24.0,48.0,152.0,568.0,ok,
RANDOM,95,1612849,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024850289992173202,40240.9790917916,nan,28.0,64.0,100.0,188.0,ok,
DAQO,96,1612866,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7412450649990205,134.9081494392575,100.0,32.0,60.0,112.0,208.0,ok,
DCQO,96,1612866,16,10,0.05,0.5,0.05,0.1,1.0,100,1.9974510390002251,50.063805343660654,99.0,24.0,48.0,164.0,652.0,ok,
RANDOM,96,1612866,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0025010150002344744,39983.766587015605,nan,40.0,56.0,104.0,184.0,ok,
DAQO,97,1612883,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7386766700001317,135.37722803670266,100.0,48.0,76.0,132.0,272.0,ok,
DCQO,97,1612883,16,10,0.05,0.5,0.05,0.1,1.0,100,2.000248903001193,49.99377819928261,100.0,24.0,52.0,132.0,420.0,ok,
RANDOM,97,1612883,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002416667000943562,41379.30462118118,nan,32.0,56.0,108.0,188.0,ok,
DAQO,98,1612900,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7506281999994826,133.22174679830698,100.0,36.0,76.0,128.0,244.0,ok,
DCQO,98,1612900,16,10,0.05,0.5,0.05,0.1,1.0,100,1.998388549000083,50.04031876085167,99.0,40.0,48.0,136.0,428.0,ok,
RANDOM,98,1612900,16,10,0.05,0.5,0.05,0.0,1.0,100,0.002412529998764512,41450.26177963022,nan,44.0,52.0,112.0,244.0,ok,
DAQO,99,1612917,16,10,0.05,0.5,0.05,0.0,1.0,100,0.7476661190012237,133.7495406821241,99.0,48.0,80.0,140.0,348.0,ok,
DCQO,99,1612917,16,10,0.05,0.5,0.05,0.1,1.0,100,2.0120136400000774,49.70145232216028,100.0,32.0,52.0,144.0,408.0,ok,
RANDOM,99,1612917,16,10,0.05,0.5,0.05,0.0,1.0,100,0.0024317629995493917,41122.4284679593,nan,36.0,60.0,116.0,204.0,ok,
DAQO,0,1811234,18,10,0.05,0.5,0.05,0.0,1.0,100,1.416789709999648,70.58210494768828,100.0,73.0,89.0,153.0,409.0,ok,
DCQO,0,1811234,18,10,0.05,0.5,0.05,0.1,1.0,100,3.5132130900001357,28.463972277866052,100.0,49.0,73.0,201.0,553.0,ok,
RANDOM,0,1811234,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002767826999843237,36129.42572121153,nan,65.0,81.0,145.0,289.0,ok,
DAQO,1,1811251,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2836421540014271,77.90333130481537,100.0,57.0,89.0,161.0,377.0,ok,
DCQO,1,1811251,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3204243700001825,30.116632350820417,100.0,41.0,81.0,241.0,561.0,ok,
RANDOM,1,1811251,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002655362000950845,37659.64865212032,nan,41.0,73.0,137.0,233.0,ok,
DAQO,2,1811268,18,10,0.05,0.5,0.05,0.0,1.0,100,1.298141878000024,77.0331823468052,100.0,41.0,89.0,161.0,361.0,ok,
DCQO,2,1811268,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3240110039987485,30.084136267810518,100.0,49.0,57.0,233.0,513.0,ok,
RANDOM,2,1811268,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002689303000806831,37184.355935347754,nan,33.0,81.0,137.0,265.0,ok,
DAQO,3,1811285,18,10,0.05,0.5,0.05,0.0,1.0,100,1.298168325000006,77.0316129843944,100.0,49.0,73.0,145.0,329.0,ok,
DCQO,3,1811285,18,10,0.05,0.5,0.05,0.1,1.0,100,3.324622194000767,30.078605677495794,100.0,33.0,65.0,201.0,521.0,ok,
RANDOM,3,1811285,18,10,0.05,0.5,0.05,0.0,1.0,100,0.00264362199959578,37826.8905370323,nan,65.0,73.0,129.0,209.0,ok,
DAQO,4,1811302,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2971986880002078,77.08919298566542,100.0,65.0,97.0,161.0,345.0,ok,
DCQO,4,1811302,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3229106580001826,30.094098304822527,100.0,41.0,73.0,241.0,553.0,ok,
RANDOM,4,1811302,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0027187069990759483,36782.19095841834,nan,41.0,81.0,129.0,225.0,ok,
DAQO,5,1811319,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2871930540004541,77.68842419496518,100.0,49.0,89.0,169.0,425.0,ok,
DCQO,5,1811319,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3246362429999863,30.078478573573204,100.0,41.0,73.0,201.0,521.0,ok,
RANDOM,5,1811319,18,10,0.05,0.5,0.05,0.0,1.0,100,0.00267286999951466,37412.96808979038,nan,57.0,81.0,137.0,233.0,ok,
DAQO,6,1811336,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2811970160000783,78.05200820105085,100.0,57.0,89.0,161.0,385.0,ok,
DCQO,6,1811336,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3184494680008356,30.134555600222512,100.0,41.0,73.0,233.0,561.0,ok,
RANDOM,6,1811336,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026364380009908928,37929.96458191525,nan,41.0,73.0,129.0,225.0,ok,
DAQO,7,1811353,18,10,0.05,0.5,0.05,0.0,1.0,100,1.318319011001222,75.85417426701079,100.0,41.0,105.0,177.0,385.0,ok,
DCQO,7,1811353,18,10,0.05,0.5,0.05,0.1,1.0,100,3.323871856999176,30.085395677762673,100.0,33.0,65.0,193.0,601.0,ok,
RANDOM,7,1811353,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026305600003979634,38014.71929356165,nan,65.0,89.0,137.0,217.0,ok,
DAQO,8,1811370,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2887609669996891,77.59390807187918,100.0,65.0,89.0,169.0,337.0,ok,
DCQO,8,1811370,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3129335009998613,30.184729023332178,100.0,41.0,65.0,241.0,545.0,ok,
RANDOM,8,1811370,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002656979000676074,37636.72952422837,nan,57.0,81.0,137.0,225.0,ok,
DAQO,9,1811387,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2838567109993164,77.89031216899815,100.0,33.0,89.0,169.0,353.0,ok,
DCQO,9,1811387,18,10,0.05,0.5,0.05,0.1,1.0,100,3.314729002000604,30.168378754234517,100.0,33.0,57.0,177.0,553.0,ok,
RANDOM,9,1811387,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002603965000162134,38402.97392390972,nan,41.0,73.0,121.0,265.0,ok,
DAQO,10,1811404,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2875422079996497,77.6673567504726,100.0,57.0,89.0,169.0,361.0,ok,
DCQO,10,1811404,18,10,0.05,0.5,0.05,0.1,1.0,100,3.30686165500083,30.240152275125915,100.0,33.0,65.0,297.0,585.0,ok,
RANDOM,10,1811404,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026365459998487495,37928.41088520234,nan,57.0,73.0,145.0,249.0,ok,
DAQO,11,1811421,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2888786399998935,77.5868238455781,100.0,65.0,89.0,161.0,353.0,ok,
DCQO,11,1811421,18,10,0.05,0.5,0.05,0.1,1.0,100,3.322595679999722,30.09695118847815,99.0,49.0,73.0,201.0,537.0,ok,
RANDOM,11,1811421,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026658700007828884,37511.20646191784,nan,33.0,73.0,129.0,273.0,ok,
DAQO,12,1811438,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2886425779997808,77.60103670889029,100.0,49.0,97.0,177.0,361.0,ok,
DCQO,12,1811438,18,10,0.05,0.5,0.05,0.1,1.0,100,3.312709686000744,30.186768379551125,100.0,33.0,73.0,233.0,481.0,ok,
RANDOM,12,1811438,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002673115001016413,37409.53904414006,nan,65.0,81.0,137.0,289.0,ok,
DAQO,13,1811455,18,10,0.05,0.5,0.05,0.0,1.0,100,1.3024030530013988,76.78114679595473,100.0,57.0,81.0,161.0,345.0,ok,
DCQO,13,1811455,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3348345379999955,29.986495240022652,100.0,25.0,73.0,193.0,521.0,ok,
RANDOM,13,1811455,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002777412999421358,36004.72814840063,nan,49.0,73.0,129.0,217.0,ok,
DAQO,14,1811472,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2941477509994002,77.27092978585746,100.0,57.0,89.0,185.0,425.0,ok,
DCQO,14,1811472,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3223456150008133,30.099216513925363,100.0,33.0,65.0,217.0,505.0,ok,
RANDOM,14,1811472,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026449199995113304,37808.32691290314,nan,49.0,81.0,137.0,265.0,ok,
DAQO,15,1811489,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2876281290009501,77.66217415395265,100.0,65.0,81.0,161.0,361.0,ok,
DCQO,15,1811489,18,10,0.05,0.5,0.05,0.1,1.0,100,3.313076184000238,30.183429069010753,100.0,49.0,65.0,233.0,513.0,ok,
RANDOM,15,1811489,18,10,0.05,0.5,0.05,0.0,1.0,100,0.00263952799832623,37885.56138196364,nan,57.0,81.0,137.0,241.0,ok,
DAQO,16,1811506,18,10,0.05,0.5,0.05,0.0,1.0,100,1.28953432399976,77.54737360524776,100.0,57.0,97.0,185.0,345.0,ok,
DCQO,16,1811506,18,10,0.05,0.5,0.05,0.1,1.0,100,3.314993220999895,30.16597420667943,100.0,41.0,65.0,233.0,569.0,ok,
RANDOM,16,1811506,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026761520002764883,37367.08527380673,nan,57.0,81.0,137.0,241.0,ok,
DAQO,17,1811523,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2927454700002272,77.35474795358009,100.0,65.0,97.0,161.0,305.0,ok,
DCQO,17,1811523,18,10,0.05,0.5,0.05,0.1,1.0,100,3.311573860999488,30.197122032427913,100.0,33.0,65.0,273.0,577.0,ok,
RANDOM,17,1811523,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0027385560006223386,36515.5943414248,nan,49.0,81.0,129.0,233.0,ok,
DAQO,18,1811540,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2988057810016471,76.99380574274883,100.0,49.0,97.0,161.0,321.0,ok,
DCQO,18,1811540,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3263302269988344,30.063160653241734,100.0,41.0,65.0,233.0,569.0,ok,
RANDOM,18,1811540,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026259830010531005,38080.97766051681,nan,49.0,81.0,137.0,257.0,ok,
DAQO,19,1811557,18,10,0.05,0.5,0.05,0.0,1.0,100,1.288269570999546,77.62350539911591,100.0,65.0,89.0,161.0,321.0,ok,
DCQO,19,1811557,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3236441200006084,30.087457137252617,100.0,49.0,65.0,241.0,585.0,ok,
RANDOM,19,1811557,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0026451760004420066,37804.66781162769,nan,49.0,73.0,129.0,241.0,ok,
DAQO,20,1811574,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2899461609995342,77.52261530241967,100.0,57.0,81.0,161.0,345.0,ok,
DCQO,20,1811574,18,10,0.05,0.5,0.05,0.1,1.0,100,3.328936388001239,30.039624776381515,100.0,49.0,65.0,257.0,513.0,ok,
RANDOM,20,1811574,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0027048800002376083,36970.21679010365,nan,49.0,73.0,145.0,265.0,ok,
DAQO,21,1811591,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2973346580001817,77.08111348397046,100.0,57.0,81.0,169.0,305.0,ok,
DCQO,21,1811591,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3175374750007904,30.14283960725302,100.0,25.0,65.0,233.0,505.0,ok,
RANDOM,21,1811591,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002643395000632154,37830.13888430807,nan,57.0,81.0,137.0,297.0,ok,
DAQO,22,1811608,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2883486579994496,77.618740376755,100.0,65.0,97.0,161.0,321.0,ok,
DCQO,22,1811608,18,10,0.05,0.5,0.05,0.1,1.0,100,3.323874072999388,30.085375620070433,100.0,49.0,73.0,201.0,521.0,ok,
RANDOM,22,1811608,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002645237998876837,37803.781755161464,nan,41.0,73.0,129.0,273.0,ok,
DAQO,23,1811625,18,10,0.05,0.5,0.05,0.0,1.0,100,1.294315158000245,77.26093554718385,100.0,65.0,97.0,169.0,361.0,ok,
DCQO,23,1811625,18,10,0.05,0.5,0.05,0.1,1.0,100,3.3254094290005014,30.071485071255243,100.0,41.0,81.0,225.0,505.0,ok,
RANDOM,23,1811625,18,10,0.05,0.5,0.05,0.0,1.0,100,0.002633329000673257,37974.7460246833,nan,65.0,89.0,137.0,225.0,ok,
DAQO,24,1811642,18,10,0.05,0.5,0.05,0.0,1.0,100,1.3010606490006467,76.86036779054893,100.0,57.0,89.0,161.0,289.0,ok,
DCQO,24,1811642,18,10,0.05,0.5,0.05,0.1,1.0,100,3.322153126999183,30.10096048472259,100.0,41.0,57.0,281.0,521.0,ok,
RANDOM,24,1811642,18,10,0.05,0.5,0.05,0.0,1.0,100,0.0030442729985225014,32848.565174192234,nan,49.0,81.0,137.0,233.0,ok,
DAQO,25,1811659,18,10,0.05,0.5,0.05,0.0,1.0,100,1.2926646129999426,77.35958654265755,100.0,57.0,89.0,169.0,329.0,ok,
